wrong,updated,animal,shank
58,58,WT159,shank6
59,59,WT159,shank6
60,60,WT159,shank6
61,61,WT159,shank6
62,62,WT159,shank6
63,63,WT159,shank6
64,64,WT159,shank6
1,1,WT159,shank7
2,2,WT159,shank7
3,3,WT159,shank7
4,4,WT159,shank7
5,5,WT159,shank7
6,6,WT159,shank7
7,7,WT159,shank7
8,8,WT159,shank7
9,9,WT159,shank7
10,10,WT159,shank7
11,11,WT159,shank7
12,12,WT159,shank7
13,13,WT159,shank7
14,14,WT159,shank7
15,15,WT159,shank7
16,16,WT159,shank7
17,17,WT159,shank7
18,18,WT159,shank7
19,19,WT159,shank7
20,20,WT159,shank7
21,21,WT159,shank7
22,22,WT159,shank7
23,23,WT159,shank7
24,24,WT159,shank7
25,25,WT159,shank7
26,26,WT159,shank7
27,27,WT159,shank7
28,28,WT159,shank7
29,29,WT159,shank7
30,30,WT159,shank7
31,31,WT159,shank7
32,32,WT159,shank7
33,33,WT159,shank7
34,34,WT159,shank7
35,35,WT159,shank7
36,36,WT159,shank7
37,37,WT159,shank7
38,38,WT159,shank7
39,40,WT159,shank7
40,41,WT159,shank7
41,42,WT159,shank7
42,43,WT159,shank7
43,45,WT159,shank7
44,46,WT159,shank7
45,47,WT159,shank7
46,48,WT159,shank7
47,49,WT159,shank7
48,50,WT159,shank7
49,51,WT159,shank7
50,52,WT159,shank7
51,53,WT159,shank7
52,54,WT159,shank7
53,55,WT159,shank7
54,56,WT159,shank7
55,57,WT159,shank7
56,58,WT159,shank7
57,59,WT159,shank7
58,60,WT159,shank7
59,61,WT159,shank7
60,62,WT159,shank7
61,63,WT159,shank7
62,64,WT159,shank7
1,1,WT159,shank8
2,2,WT159,shank8
3,3,WT159,shank8
4,4,WT159,shank8
5,5,WT159,shank8
6,6,WT159,shank8
7,7,WT159,shank8
8,8,WT159,shank8
9,9,WT159,shank8
10,10,WT159,shank8
11,11,WT159,shank8
12,12,WT159,shank8
13,13,WT159,shank8
14,14,WT159,shank8
15,15,WT159,shank8
16,16,WT159,shank8
17,17,WT159,shank8
18,18,WT159,shank8
19,19,WT159,shank8
20,20,WT159,shank8
21,21,WT159,shank8
22,22,WT159,shank8
23,23,WT159,shank8
24,24,WT159,shank8
25,25,WT159,shank8
26,26,WT159,shank8
27,27,WT159,shank8
28,28,WT159,shank8
29,29,WT159,shank8
30,30,WT159,shank8
31,31,WT159,shank8
32,32,WT159,shank8
33,33,WT159,shank8
34,34,WT159,shank8
35,35,WT159,shank8
36,36,WT159,shank8
37,37,WT159,shank8
38,38,WT159,shank8
39,39,WT159,shank8
40,40,WT159,shank8
41,41,WT159,shank8
42,42,WT159,shank8
43,43,WT159,shank8
44,44,WT159,shank8
45,45,WT159,shank8
46,46,WT159,shank8
47,47,WT159,shank8
48,48,WT159,shank8
49,49,WT159,shank8
50,50,WT159,shank8
51,51,WT159,shank8
52,52,WT159,shank8
53,53,WT159,shank8
54,54,WT159,shank8
55,55,WT159,shank8
56,56,WT159,shank8
57,57,WT159,shank8
58,58,WT159,shank8
59,59,WT159,shank8
60,60,WT159,shank8
61,61,WT159,shank8
62,62,WT159,shank8
63,63,WT159,shank8
64,64,WT159,shank8
1,1,WT69-1,shank1
2,2,WT69-1,shank1
3,3,WT69-1,shank1
4,4,WT69-1,shank1
5,5,WT69-1,shank1
6,6,WT69-1,shank1
7,7,WT69-1,shank1
8,8,WT69-1,shank1
9,9,WT69-1,shank1
10,10,WT69-1,shank1
11,11,WT69-1,shank1
12,12,WT69-1,shank1
13,13,WT69-1,shank1
14,14,WT69-1,shank1
15,15,WT69-1,shank1
16,16,WT69-1,shank1
17,17,WT69-1,shank1
18,18,WT69-1,shank1
19,19,WT69-1,shank1
20,20,WT69-1,shank1
21,21,WT69-1,shank1
22,22,WT69-1,shank1
23,23,WT69-1,shank1
24,24,WT69-1,shank1
25,25,WT69-1,shank1
26,26,WT69-1,shank1
27,27,WT69-1,shank1
28,28,WT69-1,shank1
29,29,WT69-1,shank1
30,30,WT69-1,shank1
31,31,WT69-1,shank1
32,32,WT69-1,shank1
33,33,WT69-1,shank1
34,34,WT69-1,shank1
35,35,WT69-1,shank1
36,36,WT69-1,shank1
37,37,WT69-1,shank1
38,38,WT69-1,shank1
39,39,WT69-1,shank1
40,40,WT69-1,shank1
41,41,WT69-1,shank1
42,42,WT69-1,shank1
43,43,WT69-1,shank1
44,44,WT69-1,shank1
45,45,WT69-1,shank1
46,46,WT69-1,shank1
47,47,WT69-1,shank1
48,48,WT69-1,shank1
49,49,WT69-1,shank1
50,50,WT69-1,shank1
51,51,WT69-1,shank1
52,52,WT69-1,shank1
53,53,WT69-1,shank1
54,54,WT69-1,shank1
55,55,WT69-1,shank1
56,56,WT69-1,shank1
57,57,WT69-1,shank1
58,58,WT69-1,shank1
59,59,WT69-1,shank1
60,60,WT69-1,shank1
61,61,WT69-1,shank1
62,62,WT69-1,shank1
63,63,WT69-1,shank1
64,64,WT69-1,shank1
1,1,WT69-1,shank2
2,2,WT69-1,shank2
3,3,WT69-1,shank2
4,4,WT69-1,shank2
5,5,WT69-1,shank2
6,6,WT69-1,shank2
7,7,WT69-1,shank2
8,8,WT69-1,shank2
9,9,WT69-1,shank2
10,10,WT69-1,shank2
11,12,WT69-1,shank2
12,13,WT69-1,shank2
13,14,WT69-1,shank2
14,15,WT69-1,shank2
15,16,WT69-1,shank2
16,17,WT69-1,shank2
17,18,WT69-1,shank2
18,19,WT69-1,shank2
19,20,WT69-1,shank2
20,21,WT69-1,shank2
21,22,WT69-1,shank2
22,23,WT69-1,shank2
23,24,WT69-1,shank2
24,25,WT69-1,shank2
25,26,WT69-1,shank2
26,27,WT69-1,shank2
27,28,WT69-1,shank2
28,29,WT69-1,shank2
29,30,WT69-1,shank2
30,31,WT69-1,shank2
31,32,WT69-1,shank2
32,33,WT69-1,shank2
33,34,WT69-1,shank2
34,35,WT69-1,shank2
35,36,WT69-1,shank2
36,37,WT69-1,shank2
37,38,WT69-1,shank2
38,39,WT69-1,shank2
39,40,WT69-1,shank2
40,41,WT69-1,shank2
41,42,WT69-1,shank2
42,43,WT69-1,shank2
43,44,WT69-1,shank2
44,45,WT69-1,shank2
45,46,WT69-1,shank2
46,47,WT69-1,shank2
47,48,WT69-1,shank2
48,49,WT69-1,shank2
49,50,WT69-1,shank2
50,51,WT69-1,shank2
51,52,WT69-1,shank2
52,53,WT69-1,shank2
53,54,WT69-1,shank2
54,55,WT69-1,shank2
55,56,WT69-1,shank2
56,57,WT69-1,shank2
57,58,WT69-1,shank2
58,59,WT69-1,shank2
59,60,WT69-1,shank2
60,61,WT69-1,shank2
61,62,WT69-1,shank2
62,63,WT69-1,shank2
63,64,WT69-1,shank2
1,1,WT69-1,shank3
2,2,WT69-1,shank3
3,3,WT69-1,shank3
4,4,WT69-1,shank3
5,5,WT69-1,shank3
6,6,WT69-1,shank3
7,7,WT69-1,shank3
8,8,WT69-1,shank3
9,9,WT69-1,shank3
10,10,WT69-1,shank3
11,11,WT69-1,shank3
12,12,WT69-1,shank3
13,13,WT69-1,shank3
14,14,WT69-1,shank3
15,15,WT69-1,shank3
16,16,WT69-1,shank3
17,17,WT69-1,shank3
18,18,WT69-1,shank3
19,19,WT69-1,shank3
20,20,WT69-1,shank3
21,21,WT69-1,shank3
22,23,WT69-1,shank3
23,24,WT69-1,shank3
24,25,WT69-1,shank3
25,26,WT69-1,shank3
26,27,WT69-1,shank3
27,28,WT69-1,shank3
28,29,WT69-1,shank3
29,30,WT69-1,shank3
30,31,WT69-1,shank3
31,32,WT69-1,shank3
32,33,WT69-1,shank3
33,34,WT69-1,shank3
34,35,WT69-1,shank3
35,36,WT69-1,shank3
36,37,WT69-1,shank3
37,38,WT69-1,shank3
38,39,WT69-1,shank3
39,40,WT69-1,shank3
40,41,WT69-1,shank3
41,42,WT69-1,shank3
42,43,WT69-1,shank3
43,44,WT69-1,shank3
44,45,WT69-1,shank3
45,47,WT69-1,shank3
46,48,WT69-1,shank3
47,49,WT69-1,shank3
48,50,WT69-1,shank3
49,51,WT69-1,shank3
50,52,WT69-1,shank3
51,54,WT69-1,shank3
52,55,WT69-1,shank3
53,56,WT69-1,shank3
54,57,WT69-1,shank3
55,58,WT69-1,shank3
56,60,WT69-1,shank3
57,61,WT69-1,shank3
58,62,WT69-1,shank3
59,63,WT69-1,shank3
60,64,WT69-1,shank3
1,1,WT69-1,shank4
2,2,WT69-1,shank4
3,3,WT69-1,shank4
4,4,WT69-1,shank4
5,5,WT69-1,shank4
6,6,WT69-1,shank4
7,7,WT69-1,shank4
8,8,WT69-1,shank4
9,9,WT69-1,shank4
10,10,WT69-1,shank4
11,11,WT69-1,shank4
12,12,WT69-1,shank4
13,13,WT69-1,shank4
14,14,WT69-1,shank4
15,15,WT69-1,shank4
16,16,WT69-1,shank4
17,17,WT69-1,shank4
18,18,WT69-1,shank4
19,19,WT69-1,shank4
20,20,WT69-1,shank4
21,21,WT69-1,shank4
22,22,WT69-1,shank4
23,23,WT69-1,shank4
24,24,WT69-1,shank4
25,25,WT69-1,shank4
26,26,WT69-1,shank4
27,27,WT69-1,shank4
28,28,WT69-1,shank4
29,29,WT69-1,shank4
30,30,WT69-1,shank4
31,31,WT69-1,shank4
32,32,WT69-1,shank4
33,33,WT69-1,shank4
34,34,WT69-1,shank4
35,35,WT69-1,shank4
36,36,WT69-1,shank4
37,37,WT69-1,shank4
38,38,WT69-1,shank4
39,39,WT69-1,shank4
40,40,WT69-1,shank4
41,41,WT69-1,shank4
42,42,WT69-1,shank4
43,43,WT69-1,shank4
44,44,WT69-1,shank4
45,45,WT69-1,shank4
46,46,WT69-1,shank4
47,47,WT69-1,shank4
48,48,WT69-1,shank4
49,49,WT69-1,shank4
50,50,WT69-1,shank4
51,51,WT69-1,shank4
52,52,WT69-1,shank4
53,53,WT69-1,shank4
54,54,WT69-1,shank4
55,55,WT69-1,shank4
56,56,WT69-1,shank4
57,57,WT69-1,shank4
58,58,WT69-1,shank4
59,59,WT69-1,shank4
60,60,WT69-1,shank4
61,61,WT69-1,shank4
62,62,WT69-1,shank4
63,63,WT69-1,shank4
64,64,WT69-1,shank4
1,1,WT69-1,shank5
2,2,WT69-1,shank5
3,3,WT69-1,shank5
4,4,WT69-1,shank5
5,5,WT69-1,shank5
6,6,WT69-1,shank5
7,7,WT69-1,shank5
8,8,WT69-1,shank5
9,9,WT69-1,shank5
10,10,WT69-1,shank5
11,11,WT69-1,shank5
12,12,WT69-1,shank5
13,13,WT69-1,shank5
14,14,WT69-1,shank5
15,15,WT69-1,shank5
16,16,WT69-1,shank5
17,17,WT69-1,shank5
18,18,WT69-1,shank5
19,19,WT69-1,shank5
20,20,WT69-1,shank5
21,21,WT69-1,shank5
22,22,WT69-1,shank5
23,23,WT69-1,shank5
24,24,WT69-1,shank5
25,25,WT69-1,shank5
26,26,WT69-1,shank5
27,27,WT69-1,shank5
28,28,WT69-1,shank5
29,29,WT69-1,shank5
30,30,WT69-1,shank5
31,31,WT69-1,shank5
32,32,WT69-1,shank5
33,33,WT69-1,shank5
34,34,WT69-1,shank5
35,35,WT69-1,shank5
36,36,WT69-1,shank5
37,37,WT69-1,shank5
38,38,WT69-1,shank5
39,39,WT69-1,shank5
40,40,WT69-1,shank5
41,41,WT69-1,shank5
42,42,WT69-1,shank5
43,43,WT69-1,shank5
44,44,WT69-1,shank5
45,45,WT69-1,shank5
46,46,WT69-1,shank5
47,47,WT69-1,shank5
48,48,WT69-1,shank5
49,49,WT69-1,shank5
50,50,WT69-1,shank5
51,51,WT69-1,shank5
52,52,WT69-1,shank5
53,53,WT69-1,shank5
54,54,WT69-1,shank5
55,55,WT69-1,shank5
56,56,WT69-1,shank5
57,57,WT69-1,shank5
58,58,WT69-1,shank5
59,59,WT69-1,shank5
60,60,WT69-1,shank5
61,61,WT69-1,shank5
62,62,WT69-1,shank5
63,63,WT69-1,shank5
64,64,WT69-1,shank5
1,1,WT69-1,shank6
2,2,WT69-1,shank6
3,3,WT69-1,shank6
4,4,WT69-1,shank6
5,5,WT69-1,shank6
6,6,WT69-1,shank6
7,7,WT69-1,shank6
8,8,WT69-1,shank6
9,9,WT69-1,shank6
10,10,WT69-1,shank6
11,11,WT69-1,shank6
12,12,WT69-1,shank6
13,13,WT69-1,shank6
14,14,WT69-1,shank6
15,15,WT69-1,shank6
16,16,WT69-1,shank6
17,17,WT69-1,shank6
18,18,WT69-1,shank6
19,19,WT69-1,shank6
20,20,WT69-1,shank6
21,21,WT69-1,shank6
22,22,WT69-1,shank6
23,23,WT69-1,shank6
24,24,WT69-1,shank6
25,25,WT69-1,shank6
26,26,WT69-1,shank6
27,27,WT69-1,shank6
28,28,WT69-1,shank6
29,29,WT69-1,shank6
30,30,WT69-1,shank6
31,31,WT69-1,shank6
32,32,WT69-1,shank6
33,33,WT69-1,shank6
34,34,WT69-1,shank6
35,35,WT69-1,shank6
36,36,WT69-1,shank6
37,37,WT69-1,shank6
38,38,WT69-1,shank6
39,39,WT69-1,shank6
40,40,WT69-1,shank6
41,41,WT69-1,shank6
42,42,WT69-1,shank6
43,43,WT69-1,shank6
44,44,WT69-1,shank6
45,45,WT69-1,shank6
46,46,WT69-1,shank6
47,47,WT69-1,shank6
48,48,WT69-1,shank6
49,49,WT69-1,shank6
50,50,WT69-1,shank6
51,51,WT69-1,shank6
52,52,WT69-1,shank6
53,53,WT69-1,shank6
54,54,WT69-1,shank6
55,55,WT69-1,shank6
56,56,WT69-1,shank6
57,57,WT69-1,shank6
58,58,WT69-1,shank6
59,59,WT69-1,shank6
60,60,WT69-1,shank6
61,61,WT69-1,shank6
62,62,WT69-1,shank6
63,63,WT69-1,shank6
64,64,WT69-1,shank6
1,1,WT69-1,shank7
2,2,WT69-1,shank7
3,3,WT69-1,shank7
4,4,WT69-1,shank7
5,5,WT69-1,shank7
6,6,WT69-1,shank7
7,7,WT69-1,shank7
8,8,WT69-1,shank7
9,9,WT69-1,shank7
10,10,WT69-1,shank7
11,11,WT69-1,shank7
12,12,WT69-1,shank7
13,13,WT69-1,shank7
14,14,WT69-1,shank7
15,15,WT69-1,shank7
16,16,WT69-1,shank7
17,17,WT69-1,shank7
18,18,WT69-1,shank7
19,19,WT69-1,shank7
20,20,WT69-1,shank7
21,21,WT69-1,shank7
22,22,WT69-1,shank7
23,23,WT69-1,shank7
24,24,WT69-1,shank7
25,25,WT69-1,shank7
26,26,WT69-1,shank7
27,27,WT69-1,shank7
28,28,WT69-1,shank7
29,29,WT69-1,shank7
30,30,WT69-1,shank7
31,31,WT69-1,shank7
32,32,WT69-1,shank7
33,33,WT69-1,shank7
34,34,WT69-1,shank7
35,35,WT69-1,shank7
36,36,WT69-1,shank7
37,37,WT69-1,shank7
38,38,WT69-1,shank7
39,39,WT69-1,shank7
40,40,WT69-1,shank7
41,41,WT69-1,shank7
42,42,WT69-1,shank7
43,43,WT69-1,shank7
44,44,WT69-1,shank7
45,45,WT69-1,shank7
46,46,WT69-1,shank7
47,47,WT69-1,shank7
48,48,WT69-1,shank7
49,49,WT69-1,shank7
50,50,WT69-1,shank7
51,51,WT69-1,shank7
52,52,WT69-1,shank7
53,53,WT69-1,shank7
54,54,WT69-1,shank7
55,55,WT69-1,shank7
56,56,WT69-1,shank7
57,57,WT69-1,shank7
58,58,WT69-1,shank7
59,59,WT69-1,shank7
60,60,WT69-1,shank7
61,61,WT69-1,shank7
62,62,WT69-1,shank7
63,63,WT69-1,shank7
64,64,WT69-1,shank7
1,1,WT69-1,shank8
2,2,WT69-1,shank8
3,3,WT69-1,shank8
4,4,WT69-1,shank8
5,5,WT69-1,shank8
6,6,WT69-1,shank8
7,7,WT69-1,shank8
8,8,WT69-1,shank8
9,9,WT69-1,shank8
10,10,WT69-1,shank8
11,11,WT69-1,shank8
12,12,WT69-1,shank8
13,13,WT69-1,shank8
14,14,WT69-1,shank8
15,15,WT69-1,shank8
16,16,WT69-1,shank8
17,17,WT69-1,shank8
18,18,WT69-1,shank8
19,19,WT69-1,shank8
20,20,WT69-1,shank8
21,21,WT69-1,shank8
22,22,WT69-1,shank8
23,23,WT69-1,shank8
24,24,WT69-1,shank8
25,25,WT69-1,shank8
26,26,WT69-1,shank8
27,27,WT69-1,shank8
28,28,WT69-1,shank8
29,29,WT69-1,shank8
30,30,WT69-1,shank8
31,31,WT69-1,shank8
32,32,WT69-1,shank8
33,33,WT69-1,shank8
34,34,WT69-1,shank8
35,35,WT69-1,shank8
36,36,WT69-1,shank8
37,37,WT69-1,shank8
38,38,WT69-1,shank8
39,39,WT69-1,shank8
40,40,WT69-1,shank8
41,41,WT69-1,shank8
42,42,WT69-1,shank8
43,43,WT69-1,shank8
44,44,WT69-1,shank8
45,45,WT69-1,shank8
46,46,WT69-1,shank8
47,47,WT69-1,shank8
48,48,WT69-1,shank8
49,49,WT69-1,shank8
50,50,WT69-1,shank8
51,51,WT69-1,shank8
52,52,WT69-1,shank8
53,54,WT69-1,shank8
54,55,WT69-1,shank8
55,56,WT69-1,shank8
56,57,WT69-1,shank8
57,58,WT69-1,shank8
58,60,WT69-1,shank8
59,61,WT69-1,shank8
60,62,WT69-1,shank8
61,63,WT69-1,shank8
62,64,WT69-1,shank8
1,1,WT105-0,shank1
2,2,WT105-0,shank1
3,3,WT105-0,shank1
4,4,WT105-0,shank1
5,5,WT105-0,shank1
6,6,WT105-0,shank1
7,7,WT105-0,shank1
8,8,WT105-0,shank1
9,9,WT105-0,shank1
10,10,WT105-0,shank1
11,11,WT105-0,shank1
12,12,WT105-0,shank1
13,13,WT105-0,shank1
14,14,WT105-0,shank1
15,15,WT105-0,shank1
16,16,WT105-0,shank1
17,17,WT105-0,shank1
18,18,WT105-0,shank1
19,19,WT105-0,shank1
20,20,WT105-0,shank1
21,21,WT105-0,shank1
22,22,WT105-0,shank1
23,23,WT105-0,shank1
24,24,WT105-0,shank1
25,25,WT105-0,shank1
26,26,WT105-0,shank1
27,27,WT105-0,shank1
28,28,WT105-0,shank1
29,29,WT105-0,shank1
30,30,WT105-0,shank1
31,31,WT105-0,shank1
32,32,WT105-0,shank1
33,33,WT105-0,shank1
34,34,WT105-0,shank1
35,35,WT105-0,shank1
36,36,WT105-0,shank1
37,37,WT105-0,shank1
38,38,WT105-0,shank1
39,39,WT105-0,shank1
40,40,WT105-0,shank1
41,41,WT105-0,shank1
42,42,WT105-0,shank1
43,43,WT105-0,shank1
44,44,WT105-0,shank1
45,45,WT105-0,shank1
46,46,WT105-0,shank1
47,47,WT105-0,shank1
48,48,WT105-0,shank1
49,49,WT105-0,shank1
50,50,WT105-0,shank1
51,51,WT105-0,shank1
52,52,WT105-0,shank1
53,53,WT105-0,shank1
54,54,WT105-0,shank1
55,55,WT105-0,shank1
56,56,WT105-0,shank1
57,57,WT105-0,shank1
58,58,WT105-0,shank1
59,59,WT105-0,shank1
60,60,WT105-0,shank1
61,61,WT105-0,shank1
62,62,WT105-0,shank1
63,63,WT105-0,shank1
64,64,WT105-0,shank1
1,1,WT105-0,shank2
2,2,WT105-0,shank2
3,3,WT105-0,shank2
4,4,WT105-0,shank2
5,5,WT105-0,shank2
6,6,WT105-0,shank2
7,7,WT105-0,shank2
8,8,WT105-0,shank2
9,9,WT105-0,shank2
10,10,WT105-0,shank2
11,11,WT105-0,shank2
12,12,WT105-0,shank2
13,13,WT105-0,shank2
14,14,WT105-0,shank2
15,15,WT105-0,shank2
16,16,WT105-0,shank2
17,17,WT105-0,shank2
18,18,WT105-0,shank2
19,19,WT105-0,shank2
20,20,WT105-0,shank2
21,21,WT105-0,shank2
22,22,WT105-0,shank2
23,23,WT105-0,shank2
24,24,WT105-0,shank2
25,25,WT105-0,shank2
26,26,WT105-0,shank2
27,27,WT105-0,shank2
28,28,WT105-0,shank2
29,29,WT105-0,shank2
30,30,WT105-0,shank2
31,31,WT105-0,shank2
32,32,WT105-0,shank2
33,33,WT105-0,shank2
34,34,WT105-0,shank2
35,35,WT105-0,shank2
36,36,WT105-0,shank2
37,37,WT105-0,shank2
38,38,WT105-0,shank2
39,39,WT105-0,shank2
40,40,WT105-0,shank2
41,41,WT105-0,shank2
42,42,WT105-0,shank2
43,43,WT105-0,shank2
44,44,WT105-0,shank2
45,45,WT105-0,shank2
46,46,WT105-0,shank2
47,47,WT105-0,shank2
48,48,WT105-0,shank2
49,49,WT105-0,shank2
50,50,WT105-0,shank2
51,51,WT105-0,shank2
52,52,WT105-0,shank2
53,53,WT105-0,shank2
54,54,WT105-0,shank2
55,55,WT105-0,shank2
56,56,WT105-0,shank2
57,57,WT105-0,shank2
58,58,WT105-0,shank2
59,59,WT105-0,shank2
60,60,WT105-0,shank2
61,61,WT105-0,shank2
62,62,WT105-0,shank2
63,63,WT105-0,shank2
64,64,WT105-0,shank2
1,1,WT105-0,shank3
2,2,WT105-0,shank3
3,3,WT105-0,shank3
4,4,WT105-0,shank3
5,5,WT105-0,shank3
6,6,WT105-0,shank3
7,7,WT105-0,shank3
8,8,WT105-0,shank3
9,9,WT105-0,shank3
10,10,WT105-0,shank3
11,11,WT105-0,shank3
12,12,WT105-0,shank3
13,13,WT105-0,shank3
14,14,WT105-0,shank3
15,15,WT105-0,shank3
16,16,WT105-0,shank3
17,17,WT105-0,shank3
18,18,WT105-0,shank3
19,19,WT105-0,shank3
20,20,WT105-0,shank3
21,21,WT105-0,shank3
22,22,WT105-0,shank3
23,23,WT105-0,shank3
24,24,WT105-0,shank3
25,25,WT105-0,shank3
26,26,WT105-0,shank3
27,27,WT105-0,shank3
28,28,WT105-0,shank3
29,29,WT105-0,shank3
30,30,WT105-0,shank3
31,31,WT105-0,shank3
32,32,WT105-0,shank3
33,33,WT105-0,shank3
34,34,WT105-0,shank3
35,35,WT105-0,shank3
36,36,WT105-0,shank3
37,37,WT105-0,shank3
38,38,WT105-0,shank3
39,39,WT105-0,shank3
40,40,WT105-0,shank3
41,41,WT105-0,shank3
42,42,WT105-0,shank3
43,43,WT105-0,shank3
44,44,WT105-0,shank3
45,45,WT105-0,shank3
46,46,WT105-0,shank3
47,47,WT105-0,shank3
48,48,WT105-0,shank3
49,49,WT105-0,shank3
50,50,WT105-0,shank3
51,51,WT105-0,shank3
52,52,WT105-0,shank3
53,53,WT105-0,shank3
54,54,WT105-0,shank3
55,55,WT105-0,shank3
56,56,WT105-0,shank3
57,57,WT105-0,shank3
58,58,WT105-0,shank3
59,59,WT105-0,shank3
60,60,WT105-0,shank3
61,61,WT105-0,shank3
62,62,WT105-0,shank3
63,63,WT105-0,shank3
64,64,WT105-0,shank3
1,1,WT105-0,shank4
2,2,WT105-0,shank4
3,3,WT105-0,shank4
4,4,WT105-0,shank4
5,5,WT105-0,shank4
6,6,WT105-0,shank4
7,7,WT105-0,shank4
8,8,WT105-0,shank4
9,9,WT105-0,shank4
10,10,WT105-0,shank4
11,11,WT105-0,shank4
12,12,WT105-0,shank4
13,13,WT105-0,shank4
14,14,WT105-0,shank4
15,15,WT105-0,shank4
16,16,WT105-0,shank4
17,17,WT105-0,shank4
18,18,WT105-0,shank4
19,19,WT105-0,shank4
20,20,WT105-0,shank4
21,21,WT105-0,shank4
22,22,WT105-0,shank4
23,23,WT105-0,shank4
24,24,WT105-0,shank4
25,25,WT105-0,shank4
26,26,WT105-0,shank4
27,27,WT105-0,shank4
28,28,WT105-0,shank4
29,29,WT105-0,shank4
30,30,WT105-0,shank4
31,31,WT105-0,shank4
32,32,WT105-0,shank4
33,33,WT105-0,shank4
34,34,WT105-0,shank4
35,35,WT105-0,shank4
36,36,WT105-0,shank4
37,37,WT105-0,shank4
38,38,WT105-0,shank4
39,39,WT105-0,shank4
40,40,WT105-0,shank4
41,41,WT105-0,shank4
42,42,WT105-0,shank4
43,43,WT105-0,shank4
44,44,WT105-0,shank4
45,45,WT105-0,shank4
46,46,WT105-0,shank4
47,47,WT105-0,shank4
48,48,WT105-0,shank4
49,49,WT105-0,shank4
50,50,WT105-0,shank4
51,51,WT105-0,shank4
52,52,WT105-0,shank4
53,53,WT105-0,shank4
54,54,WT105-0,shank4
55,55,WT105-0,shank4
56,56,WT105-0,shank4
57,57,WT105-0,shank4
58,58,WT105-0,shank4
59,59,WT105-0,shank4
60,60,WT105-0,shank4
61,61,WT105-0,shank4
62,62,WT105-0,shank4
63,63,WT105-0,shank4
64,64,WT105-0,shank4
1,1,WT105-0,shank5
2,2,WT105-0,shank5
3,3,WT105-0,shank5
4,4,WT105-0,shank5
5,5,WT105-0,shank5
6,6,WT105-0,shank5
7,7,WT105-0,shank5
8,8,WT105-0,shank5
9,9,WT105-0,shank5
10,10,WT105-0,shank5
11,11,WT105-0,shank5
12,12,WT105-0,shank5
13,13,WT105-0,shank5
14,14,WT105-0,shank5
15,15,WT105-0,shank5
16,16,WT105-0,shank5
17,17,WT105-0,shank5
18,18,WT105-0,shank5
19,19,WT105-0,shank5
20,20,WT105-0,shank5
21,21,WT105-0,shank5
22,22,WT105-0,shank5
23,23,WT105-0,shank5
24,24,WT105-0,shank5
25,25,WT105-0,shank5
26,26,WT105-0,shank5
27,27,WT105-0,shank5
28,28,WT105-0,shank5
29,29,WT105-0,shank5
30,30,WT105-0,shank5
31,31,WT105-0,shank5
32,32,WT105-0,shank5
33,33,WT105-0,shank5
34,34,WT105-0,shank5
35,35,WT105-0,shank5
36,36,WT105-0,shank5
37,37,WT105-0,shank5
38,38,WT105-0,shank5
39,39,WT105-0,shank5
40,40,WT105-0,shank5
41,41,WT105-0,shank5
42,42,WT105-0,shank5
43,43,WT105-0,shank5
44,44,WT105-0,shank5
45,45,WT105-0,shank5
46,46,WT105-0,shank5
47,47,WT105-0,shank5
48,48,WT105-0,shank5
49,49,WT105-0,shank5
50,50,WT105-0,shank5
51,51,WT105-0,shank5
52,52,WT105-0,shank5
53,53,WT105-0,shank5
54,54,WT105-0,shank5
55,55,WT105-0,shank5
56,56,WT105-0,shank5
57,57,WT105-0,shank5
58,58,WT105-0,shank5
59,59,WT105-0,shank5
60,60,WT105-0,shank5
61,61,WT105-0,shank5
62,62,WT105-0,shank5
63,63,WT105-0,shank5
64,64,WT105-0,shank5
1,1,WT105-0,shank6
2,2,WT105-0,shank6
3,3,WT105-0,shank6
4,4,WT105-0,shank6
5,5,WT105-0,shank6
6,6,WT105-0,shank6
7,7,WT105-0,shank6
8,8,WT105-0,shank6
9,9,WT105-0,shank6
10,10,WT105-0,shank6
11,11,WT105-0,shank6
12,12,WT105-0,shank6
13,13,WT105-0,shank6
14,14,WT105-0,shank6
15,15,WT105-0,shank6
16,16,WT105-0,shank6
17,17,WT105-0,shank6
18,18,WT105-0,shank6
19,19,WT105-0,shank6
20,20,WT105-0,shank6
21,21,WT105-0,shank6
22,22,WT105-0,shank6
23,23,WT105-0,shank6
24,24,WT105-0,shank6
25,25,WT105-0,shank6
26,26,WT105-0,shank6
27,27,WT105-0,shank6
28,28,WT105-0,shank6
29,29,WT105-0,shank6
30,30,WT105-0,shank6
31,31,WT105-0,shank6
32,32,WT105-0,shank6
33,33,WT105-0,shank6
34,34,WT105-0,shank6
35,35,WT105-0,shank6
36,36,WT105-0,shank6
37,37,WT105-0,shank6
38,38,WT105-0,shank6
39,39,WT105-0,shank6
40,40,WT105-0,shank6
41,41,WT105-0,shank6
42,42,WT105-0,shank6
43,43,WT105-0,shank6
44,44,WT105-0,shank6
45,45,WT105-0,shank6
46,46,WT105-0,shank6
47,47,WT105-0,shank6
48,48,WT105-0,shank6
49,49,WT105-0,shank6
50,50,WT105-0,shank6
51,51,WT105-0,shank6
52,52,WT105-0,shank6
53,53,WT105-0,shank6
54,54,WT105-0,shank6
55,55,WT105-0,shank6
56,56,WT105-0,shank6
57,57,WT105-0,shank6
58,58,WT105-0,shank6
59,59,WT105-0,shank6
60,60,WT105-0,shank6
